Period,CPUAvg,Concept:514,Encounter:318,Context:524,Encounter:311,BaseOpenmrsData:135,Concept:280,Concept:206,Concept:990,ConceptName:213,Concept:1019,Obs:706,BaseOpenmrsData:49,Concept:1096,BaseOpenmrsData:42,Obs:174,Encounter:369,ServiceContext:134,Encounter:362,Format:60,BaseOpenmrsData:100,Concept:191,Daemon:146,BaseOpenmrsData:107,Concept:217,Daemon:269,Obs:630,Obs:566,Concept:593,OpenmrsUtil:495,Concept:1082,ServiceContext:189,Obs:166,Encounter:55,Concept:347,ConceptServiceImpl:308,BaseOpenmrsObject:33,Obs:411,BaseOpenmrsData:92,Context:347,Concept:224,BaseOpenmrsData:114,BaseOpenmrsData:35,Obs:1107,Obs:559,Concept:1375,Encounter:41,ConceptName:378,Obs:551,UserContext:180,Obs:490,Obs:254,Encounter:341,Encounter:265,ConceptServiceImpl:848,Obs:543,Context:354,Concept:238,BaseOpenmrsData:84,Encounter:411,OpenmrsUtil:508,Encounter:104,LocaleUtility:99,Obs:758,Obs:222,Obs:574,Encounter:76,Concept:557,Obs:425,Obs:534,Context:95,Context:163,HibernateContextDAO:146,Obs:740,Concept:1220,Obs:660,Obs:85,Concept:958,Obs:1070,Obs:970,BaseOpenmrsData:149,Concept:177,Obs:1074,BaseOpenmrsObject:64,Obs:979,Concept:795,HibernateAdministrationDAO:63,BaseOpenmrsData:142,ConceptDatatype:54,Concept:252,Obs:527,Encounter:329,Obs:645,Obs:207,Concept:1121,ServiceContext:342,ConceptName:244,Obs:443,Obs:675,ServiceContext:500,Concept:944,BaseOpenmrsData:77,ConceptName:96,BaseOpenmrsMetadata:37,ConceptName:139,BaseOpenmrsData:70,Obs:237,Person:104,Encounter:275,Context:436,Concept:787,UserContext:131,Concept:266,Encounter:90,Context:269,Encounter:97,LocaleUtility:127,Context:262,Concept:1034,Context:147,Concept:972,ConceptName:237,ConceptName:80,Encounter:69,BaseOpenmrsData:63,ConceptName:84,LocaleUtility:40,Encounter:62,Obs:957,ServiceContext:86,Encounter:83,Obs:653,Concept:86,BaseOpenmrsData:121,Obs:181,Patient:55,BaseOpenmrsData:128,Concept:1027,Obs:581,ConceptServiceImpl:858,Encounter:420,ServiceContext:368,ConceptName:220,Obs:1091,Obs:462,Context:582,Concept:584,BaseOpenmrsData:56
From 1528441026 to 1528441056,102.57,6182,53,5518,53,213426,24154,24154,24154,3999,771,2044,97048,24154,209514,4391,53,66,53,0,4052913,24154,5909,209513,1035,5,2044,2045,3091,6520,24154,47940,2044,159,3091,0,2265698,1848,4022531,47940,24154,87662,89707,2044,514,24154,119,3999,2045,6329,476,2045,53,53,276,514,72,24154,207469,106,3190,53,3091,1035,2045,64,53,6182,2045,2045,77,52622,1,2044,771,2044,1848,24154,51111,2045,213425,24154,51111,529955,2044,24728,17139,106252,1035,24154,2256,106,2044,2045,24154,772,3522,4089,2044,52620,24154,87662,38094,627,45240,207469,2044,2769,53,2977,24728,5813,24154,53,66,53,3091,772,24154,9721,24154,10884,3522,53,87662,1285,9420,53,2045,52622,212,753,25109,213425,2045,113,87662,771,2044,476,53,72,3522,2044,2044,5518,18546,209513
From 1528441057 to 1528441086,50.67,2074,18,1780,18,61077,10759,10759,10759,1342,271,718,46061,10759,58744,1424,18,32,18,0,1194674,10759,2013,58744,334,5,718,718,1037,2282,10759,26049,718,54,1037,0,1151553,718,1177774,26049,10759,43235,43953,718,161,10759,40,1342,718,2030,150,718,18,18,78,161,34,10759,58026,36,1020,18,1037,334,718,20,18,2074,718,718,39,27612,1,718,271,718,718,10759,17950,718,61077,10759,17950,311049,718,8296,9003,53821,334,10759,700,36,718,718,10759,237,1313,1436,718,27610,10759,43235,12929,230,15344,58026,718,1029,18,1030,8296,1953,10759,18,32,18,1037,237,10759,3246,10759,3694,1313,18,43235,432,3067,18,718,27612,72,264,11090,61077,718,62,43235,271,718,150,18,34,1313,718,718,1780,6222,58744
From 1528441087 to 1528441116,34.03,1480,20,1327,20,43798,7185,7185,7185,947,201,361,23038,7185,42615,954,20,16,20,0,855045,7185,1545,42615,225,5,361,361,740,1428,7185,16380,361,60,740,0,637090,361,844550,16380,7185,21167,21528,361,113,7185,31,947,361,1538,100,361,20,20,58,113,18,7185,42254,40,681,20,740,225,361,16,20,1480,361,361,23,17567,1,361,201,361,361,7185,9025,361,43798,7185,9025,162054,361,5920,5760,27473,225,7185,484,40,361,361,7185,164,949,722,361,17565,7185,21167,9065,179,10744,42254,361,551,20,771,5920,1525,7185,20,16,20,740,164,7185,2421,7185,2590,949,20,21167,314,2278,20,361,17567,80,162,7411,43798,361,34,21167,201,361,100,20,18,949,361,361,1327,4440,42615
From 1528441117 to 1528441147,66.3,5016,38,3820,38,125981,16715,16715,16715,3397,842,1160,62662,16715,122185,2248,38,48,38,0,2323393,16715,3447,122185,532,5,1160,1160,2508,4866,16715,46165,1160,114,2508,1,1997964,1160,2293511,46165,16715,57460,58620,1160,290,16715,77,3397,1160,4274,204,1160,38,38,107,290,45,16715,121025,76,1834,38,2508,532,1160,40,38,5016,1160,1160,50,48815,1,1160,843,1160,1160,16715,29000,1160,125981,16715,29000,519360,1160,20064,16021,75911,532,16715,1095,76,1160,1160,16715,327,2707,2320,1160,48813,16715,57460,31955,401,37400,121025,1160,1597,38,1740,20064,3413,16715,38,48,38,2508,327,16715,6302,16715,9130,2707,38,57460,1133,6782,38,1160,48815,152,360,17191,125981,1160,101,57460,842,1160,204,38,45,2707,1160,1160,3820,15048,122185
From 1528441148 to 1528441178,48.7,2296,28,2065,28,94760,8418,8418,8418,1551,336,690,49023,8418,91684,1347,28,42,28,0,1757490,8418,2679,91684,317,5,690,690,1148,2490,8418,41385,690,84,1148,0,1632997,690,1730597,41385,8418,45238,45928,690,159,8418,49,1551,690,2416,140,690,28,28,69,159,35,8418,90994,56,1414,28,1148,317,690,18,28,2296,690,690,40,43435,1,690,336,690,690,8418,17250,690,94760,8418,17250,444489,690,9184,14285,61540,317,8418,667,56,690,690,8418,216,1397,1380,690,43433,8418,45238,14735,319,17400,90994,690,1044,28,1348,9184,2658,8418,28,42,28,1148,216,8418,3995,8418,4210,1397,28,45238,495,3564,28,690,43435,112,237,8716,94760,690,86,45238,336,690,140,28,35,1397,690,690,2065,6888,91684
From 1528441179 to 1528441208,47.5,3836,25,2934,25,87863,12002,12002,12002,2642,656,747,45094,12002,86306,1658,25,30,25,0,1704911,12002,2664,86305,393,5,747,747,1918,3608,12002,18873,747,75,1918,0,965923,747,1693025,18873,12002,41476,42223,747,213,12002,48,2642,747,3298,160,747,25,25,86,213,34,12002,85558,50,1271,25,1918,393,747,26,25,3836,747,747,39,20888,1,747,656,747,747,12002,18675,747,87863,12002,18675,214319,747,15344,6805,48732,393,12002,833,50,747,747,12002,257,2199,1494,747,20886,12002,41476,24920,292,29184,85558,747,1096,25,1344,15344,2601,12002,25,30,25,1918,257,12002,4824,12002,7120,2199,25,41476,869,5216,25,747,20888,100,258,12412,87863,747,47,41476,656,747,160,25,34,2199,747,747,2934,11508,86305
From 1528441209 to 1528441238,33.97,2010,22,1618,22,53032,9509,9509,9509,1331,301,650,32377,9509,50924,1128,22,28,22,0,974116,9509,1587,50924,267,5,650,650,1005,2125,9509,19657,650,66,1005,0,1076408,650,961411,19657,9509,30032,30682,650,136,9509,44,1331,650,1820,122,650,22,22,72,136,22,9509,50274,44,787,22,1005,267,650,22,22,2010,650,650,27,20893,1,650,301,650,650,9509,16250,650,53032,9509,16250,297397,650,8040,6824,38356,267,9509,588,44,650,650,9509,202,1190,1300,650,20891,9509,30032,12600,183,14800,50274,650,879,22,806,8040,1565,9509,22,28,22,1005,202,9509,2766,9509,3600,1190,22,30032,437,2825,22,650,20893,88,180,9739,53032,650,50,30032,301,650,123,22,22,1190,650,650,1618,6030,50924
From 1528441239 to 1528441268,31.67,1696,6,1368,6,38336,6037,6037,6037,1116,241,478,24582,6037,37395,1071,6,8,6,0,744754,6037,1260,37395,250,5,478,478,848,1723,6037,11433,478,18,848,0,537029,478,737435,11433,6037,22874,23352,478,116,6037,20,1116,478,1533,114,478,6,6,62,116,20,6037,36917,12,580,6,848,250,478,12,6,1696,478,478,25,12437,1,478,241,478,478,6037,11950,478,38336,6037,11950,130208,478,6784,4031,27346,250,6037,522,12,478,478,6037,181,967,956,478,12435,6037,22874,10850,137,12896,36917,478,662,6,643,6784,1203,6037,6,8,6,848,181,6037,2266,6037,3100,967,6,22874,357,2381,6,478,12437,24,213,6292,38336,478,21,22874,241,478,114,6,20,967,478,478,1368,5088,37395
From 1528441269 to 1528441299,42.5,2660,25,2068,25,63230,8389,8389,8389,1805,434,676,34826,8389,60315,1264,25,28,25,0,1135213,8389,1976,60315,300,5,676,676,1330,2655,8389,35166,676,75,1330,0,1448681,676,1112305,35166,8389,31875,32551,676,162,8389,46,1805,676,2324,132,676,25,25,70,162,24,8389,59639,50,1043,25,1330,300,676,16,25,2660,676,676,29,36714,1,676,434,676,676,8389,16900,676,63230,8389,16900,407417,676,10640,12082,46100,300,8389,658,50,676,676,8389,209,1471,1352,676,36712,8389,31875,16884,232,19784,59639,676,942,25,991,10640,1986,8389,25,28,25,1330,209,8389,3498,8389,4824,1471,25,31875,596,3654,25,676,36714,100,192,8671,63230,676,71,31875,434,676,132,25,24,1471,676,676,2068,7980,60315
From 1528441300 to 1528441329,72.47,4530,42,3676,42,142711,15575,15575,15575,3045,753,914,76338,15575,138832,2160,42,60,42,0,2603154,15575,4073,138832,508,5,914,914,2265,4337,15575,47096,914,126,2265,0,2077243,914,2572807,47096,15575,70598,71512,914,251,15575,71,3045,914,4212,225,914,42,42,139,251,57,15575,137918,84,2178,42,2265,508,914,32,42,4530,914,914,62,50175,1,914,753,914,914,15575,22850,914,142711,15575,22850,533269,914,18120,16442,89291,508,15575,1091,84,914,914,15575,377,2548,1828,914,50173,15575,70598,29092,454,34272,137918,914,1478,42,2057,18120,4004,15575,42,60,42,2265,377,15575,6607,15575,8312,2548,42,70598,1004,6477,42,914,50175,168,384,16070,142711,914,110,70598,753,914,225,42,57,2548,914,914,3676,13590,138832
From 1528441330 to 1528441359,69.53,3436,34,3012,34,128905,10897,10897,10897,2305,489,1118,60063,10897,124530,2085,34,44,34,0,2412680,10897,3537,124530,492,5,1118,1118,1718,3726,10897,54759,1118,102,1718,0,2218009,1118,2377130,54759,10897,54376,55494,1118,248,10897,68,2305,1118,3481,225,1118,34,34,119,248,43,10897,123412,68,2036,34,1718,492,1118,30,34,3436,1118,1118,48,57535,1,1118,489,1118,1118,10897,27950,1118,128905,10897,27950,605868,1118,13744,18923,76252,492,10897,1065,68,1118,1118,10897,353,2005,2236,1118,57533,10897,54376,21700,415,25600,123412,1118,1555,34,1779,13744,3527,10897,34,44,34,1718,353,10897,5557,10897,6200,2005,34,54376,737,5199,34,1118,57535,136,351,11401,128905,1118,110,54376,489,1118,225,34,43,2005,1118,1118,3012,10308,124530
From 1528441360 to 1528441390,36.63,2266,26,1920,26,52628,7310,7310,7310,1478,268,802,40188,7310,50750,1698,26,32,26,0,996906,7310,1849,50750,400,5,802,802,1133,2478,7310,20881,802,78,1133,0,1005001,802,983425,20881,7310,37611,38413,802,197,7310,51,1478,802,2154,188,802,26,26,100,197,31,7310,49948,52,852,26,1133,400,802,22,26,2266,802,802,36,22380,1,802,268,802,802,7310,20050,802,52628,7310,20050,268004,802,9064,7261,46051,400,7310,870,52,802,802,7310,294,1231,1604,802,22378,7310,37611,13923,209,16576,49948,802,1095,26,936,9064,1795,7310,26,32,26,1133,294,7310,3259,7310,3978,1231,26,37611,465,3287,26,802,22380,104,294,7694,52628,802,52,37611,268,802,188,26,31,1231,802,802,1920,6798,50750
From 1528441391 to 1528441420,34.43,2222,9,1902,9,46456,2737,2737,2737,1435,194,810,27838,2737,45244,2030,9,16,9,0,848592,2737,1463,45244,479,5,810,810,1111,2377,2737,14731,810,27,1111,0,671012,810,839156,14731,2737,25291,26101,810,244,2737,34,1435,810,2092,210,810,9,9,98,244,19,2737,44434,18,776,9,1111,479,810,32,9,2222,810,810,24,15984,1,810,194,810,810,2737,20250,810,46456,2737,20250,166129,810,8888,5173,31095,479,2737,1006,18,810,810,2737,310,1109,1620,810,15982,2737,25291,13139,138,15688,44434,810,1030,9,735,8888,1446,2737,9,16,9,1111,310,2737,2952,2737,3754,1109,9,25291,438,3203,9,810,15984,36,342,3185,46456,810,32,25291,194,810,210,9,19,1109,810,810,1902,6666,45244
From 1528441421 to 1528441450,33.0,3272,15,2335,15,46868,8474,8474,8474,2239,534,842,32894,8474,45758,1577,15,16,15,0,842600,8474,1575,45758,374,5,842,842,1636,3255,8474,22265,842,45,1636,0,630593,842,828165,22265,8474,30231,31073,842,194,8474,41,2239,842,2536,178,842,15,15,110,194,25,8474,44916,30,851,15,1636,374,842,20,15,3272,842,842,30,23565,1,842,534,842,842,8474,21050,842,46868,8474,21050,138248,842,13088,7687,38419,374,8474,854,30,842,842,8474,295,1777,1684,842,23563,8474,30231,21084,150,24744,44916,842,1085,15,791,13088,1535,8474,15,16,15,1636,295,8474,3470,8474,6024,1777,15,30231,728,4172,15,842,23565,60,243,8854,46868,842,39,30231,534,842,178,15,25,1777,842,842,2335,9816,45758
From 1528441451 to 1528441481,51.2,2946,54,2420,54,81511,11928,11928,11928,1962,471,633,57371,11928,78719,1499,54,60,54,0,1518568,11928,2678,78719,353,5,633,633,1473,2859,11928,24862,633,162,1473,0,1472114,633,1502642,24862,11928,53904,54537,633,178,11928,74,1962,633,2762,154,633,54,54,88,178,41,11928,78086,108,1314,54,1473,353,633,22,54,2946,633,633,46,26857,1,633,471,633,633,11928,15825,633,81511,11928,15825,393040,633,11784,8742,64409,353,11928,752,108,633,633,11928,252,1707,1266,633,26855,11928,53904,18893,327,22256,78086,633,1036,54,1361,11784,2622,11928,54,60,54,1473,252,11928,4361,11928,5398,1707,54,53904,649,4235,54,633,26857,216,261,12261,81511,633,83,53904,471,633,154,54,41,1707,633,633,2420,8838,78719
From 1528441482 to 1528441511,46.1,2524,25,2079,25,66642,7325,7325,7325,1670,343,692,35462,7325,64851,1627,25,32,25,0,1202265,7325,1945,64851,384,5,692,692,1262,2545,7325,26313,692,75,1262,0,982425,692,1185257,26313,7325,32454,33146,692,192,7325,46,1670,692,2336,180,692,25,25,102,192,26,7325,64159,50,1041,25,1262,384,692,22,25,2524,692,692,31,27876,1,692,343,692,692,7325,17300,692,66642,7325,17300,249228,692,10096,9128,42596,384,7325,846,50,692,692,7325,288,1440,1384,692,27874,7325,32454,15708,217,18592,64159,692,935,25,975,10096,1919,7325,25,32,25,1262,288,7325,3473,7325,4488,1440,25,32454,535,3598,25,692,27876,100,273,7694,66642,692,56,32454,343,692,180,25,26,1440,692,692,2079,7572,64851
From 1528441512 to 1528441542,61.03,5356,54,4374,54,134345,16989,16989,16989,3514,729,1498,77870,16989,131940,3506,54,64,54,0,2450082,16989,3937,131940,822,5,1498,1498,2678,5375,16989,25551,1498,162,2678,0,1418862,1498,2434045,25551,16989,71623,73121,1498,398,16989,102,3514,1498,4894,352,1498,54,54,236,398,58,16989,130442,108,2108,54,2678,822,1498,60,54,5356,1498,1498,63,28686,1,1498,729,1498,1498,16989,37450,1498,134345,16989,37450,313619,1498,21424,9222,81678,822,16989,1736,108,1498,1498,16989,602,2950,2996,1498,28684,16989,71623,33208,404,39360,130442,1498,2086,54,1980,21424,3851,16989,54,64,54,2678,602,16989,7201,16989,9488,2950,54,71623,1127,7572,54,1498,28686,216,654,17748,134345,1498,86,71623,729,1498,352,54,58,2950,1498,1498,4374,16068,131940
From 1528441543 to 1528441573,44.17,3260,32,2401,32,74479,11924,11924,11924,2254,557,796,47962,11924,71244,1490,32,44,32,0,1312430,11924,2123,71244,350,5,796,796,1630,3275,11924,38203,796,96,1630,0,1624773,796,1287527,38203,11924,44120,44916,796,166,11924,57,2254,796,2660,168,796,32,32,100,166,32,11924,70448,64,1384,32,1630,350,796,20,32,3260,796,796,37,39830,1,796,557,796,796,11924,19900,796,74479,11924,19900,448496,796,13040,13079,59643,350,11924,768,64,796,796,11924,278,1939,1592,796,39828,11924,44120,21357,227,25112,70448,796,1131,32,1074,13040,2118,11924,32,44,32,1630,278,11924,3961,11924,6102,1939,32,44120,723,4290,32,796,39830,128,270,12256,74479,796,88,44120,557,796,168,32,32,1939,796,796,2401,9780,71244
From 1528441574 to 1528441606,28.87,1438,0,1194,0,49364,4866,4866,4866,930,185,467,22376,4866,47876,983,0,0,0,0,895090,4866,1182,47876,232,5,467,467,719,1520,4866,17930,467,0,719,0,773996,467,883438,17930,4866,20191,20658,467,117,4866,14,930,467,1350,106,467,0,0,54,117,18,4866,47409,0,770,0,719,232,467,14,0,1438,467,467,23,18871,1,467,185,467,467,4866,11675,467,49364,4866,11675,206821,467,5752,6187,27396,232,4866,500,0,467,467,4866,164,807,934,467,18869,4866,20191,8778,124,10376,47409,467,638,0,604,5752,1145,4866,0,0,0,719,164,4866,2042,4866,2508,807,0,20191,302,2069,0,467,18871,0,165,5109,49364,467,25,20191,185,467,106,0,18,807,467,467,1194,4314,47876
From 1528441607 to 1528441638,43.6,1474,27,1475,27,70722,4908,4908,4908,970,184,652,37728,4908,69530,1004,27,40,27,0,1311577,4908,2120,69530,238,5,652,652,737,1799,4908,15409,652,81,737,0,688741,652,1301855,15409,4908,34585,35238,652,131,4908,45,970,652,1759,97,652,27,27,48,131,27,4908,68878,54,1088,27,737,238,652,12,27,1474,652,652,32,16971,1,652,184,652,652,4908,16300,652,70722,4908,16300,156850,652,5896,5539,40452,238,4908,504,54,652,652,4908,149,882,1304,652,16969,4908,34585,9205,248,10880,68878,652,928,27,1062,5896,2077,4908,27,40,27,737,149,4908,2981,4908,2630,882,27,34585,315,2496,27,652,16971,108,156,5246,70722,652,50,34585,184,652,97,27,27,882,652,652,1475,4422,69530
From 1528441639 to 1528441668,79.7,5232,37,4275,37,155642,19279,19279,19279,3443,741,1740,72702,19279,151120,3197,37,48,37,0,2833867,19279,4097,151119,753,5,1740,1740,2616,5549,19279,54652,1740,111,2616,0,2432333,1740,2798515,54652,19279,65815,67554,1740,381,19279,89,3443,1740,4818,335,1740,37,37,180,381,55,19279,149379,74,2300,37,2616,753,1740,40,37,5232,1740,1740,60,57918,1,1740,741,1740,1740,19279,43500,1740,155642,19279,43500,640543,1740,20928,18976,87673,753,19279,1612,74,1740,1740,19279,531,3046,3480,1740,57916,19279,65815,32676,446,38584,149379,1740,2274,37,2064,20928,4050,19279,37,48,37,2616,531,19279,7223,19279,9336,3046,37,65815,1122,7434,37,1740,57918,148,555,20040,155642,1740,111,65815,741,1740,335,37,55,3046,1740,1740,4275,15696,151119
From 1528441669 to 1528441698,71.0,3384,44,3228,44,143493,13354,13354,13354,2181,368,1225,70573,13354,141031,2712,44,57,44,0,2711518,13354,3869,141031,637,5,1225,1225,1692,3733,13354,31637,1225,132,1692,0,1443472,1225,2691443,31637,13354,64367,65592,1225,319,13354,83,2181,1225,3752,272,1225,44,44,150,319,49,13354,139806,88,2174,44,1692,637,1225,36,44,3384,1225,1225,54,34608,1,1225,368,1225,1225,13354,30625,1225,143493,13354,30625,334616,1225,13536,11281,76519,637,13354,1332,88,1225,1225,13354,433,2065,2450,1225,34606,13354,64367,20902,422,25008,139806,1225,1739,44,1955,13536,3801,13354,44,57,44,1692,433,13354,5989,13354,5972,2065,44,64367,687,5444,44,1225,34608,176,492,13963,143493,1225,84,64367,368,1225,272,44,49,2065,1225,1225,3228,10152,141031
From 1528441699 to 1528441728,58.7,3522,63,2979,63,93458,9809,9809,9809,2331,460,1018,64054,9809,91265,2327,63,83,63,0,1803349,9809,2987,91265,551,5,1018,1018,1761,3640,9809,24888,1018,189,1761,0,1256585,1018,1787478,24888,9809,59923,60941,1018,290,9809,95,2331,1018,3362,242,1018,63,63,142,290,47,9809,90247,126,1434,63,1761,551,1018,34,63,3522,1018,1018,52,27281,1,1018,460,1018,1018,9809,25450,1018,93458,9809,25450,304962,1018,14088,8801,69775,551,9809,1206,126,1018,1018,9809,392,2013,2036,1018,27279,9809,59923,21917,370,25896,90247,1018,1442,63,1495,14088,2930,9809,63,83,63,1761,392,9809,5138,9809,6262,2013,63,59923,750,5123,63,1018,27281,252,369,10354,93458,1018,96,59923,460,1018,242,63,47,2013,1018,1018,2979,10566,91265
From 1528441729 to 1528441759,55.77,2530,23,2175,23,85881,9596,9596,9596,1696,386,569,42665,9596,83323,1398,23,32,23,0,1608810,9596,2572,83323,329,5,569,569,1265,2481,9596,32881,569,69,1265,0,1297440,569,1587588,32881,9596,39237,39806,569,164,9596,41,1696,569,2517,144,569,23,23,74,164,31,9596,82754,46,1288,23,1265,329,569,22,23,2530,569,569,36,34823,1,569,386,569,569,9596,14225,569,85881,9596,14225,339498,569,10120,11450,52203,329,9596,690,46,569,569,9596,226,1511,1138,569,34821,9596,39237,16142,277,19024,82754,569,921,23,1288,10120,2563,9596,23,32,23,1265,226,9596,4020,9596,4612,1511,23,39237,550,3782,23,569,34823,92,246,9899,85881,569,71,39237,386,569,144,23,31,1511,569,569,2175,7590,83323
From 1528441760 to 1528441789,81.4,5210,41,4172,41,149589,21460,21460,21460,3525,871,1377,91611,21460,144574,2464,41,68,41,0,2797799,21460,4602,144574,580,5,1377,1377,2605,5358,21460,64742,1377,123,2605,0,2585627,1377,2755807,64743,21460,85122,86499,1377,283,21460,82,3525,1377,4766,274,1377,41,41,158,283,67,21460,143197,82,2376,41,2605,580,1377,32,41,5210,1377,1377,72,68245,1,1377,871,1377,1377,21460,34425,1377,149589,21460,34425,686458,1377,20840,22392,110733,580,21460,1272,82,1377,1377,21460,450,3012,2754,1377,68243,21460,85122,33817,501,39752,143197,1377,2049,41,2327,20840,4538,21460,41,68,41,2605,450,21460,7506,21460,9662,3012,41,85122,1154,7371,41,1377,68245,164,432,22038,149589,1377,142,85122,871,1377,274,41,67,3012,1377,1377,4172,15630,144574
From 1528441790 to 1528441819,79.17,4148,30,3988,30,140773,11374,11374,11374,2520,230,2207,75558,11374,134748,4487,30,44,30,0,2618120,11374,3996,134749,1062,5,2207,2207,2074,5111,11374,68322,2207,90,2074,0,2910411,2207,2573601,68322,11374,68584,70791,2207,552,11374,98,2520,2207,4497,476,2207,30,30,270,552,53,11374,132542,60,2206,30,2074,1062,2207,66,30,4148,2207,2207,57,71807,1,2207,230,2207,2207,11374,55175,2207,140773,11374,55175,822351,2207,16592,23474,96548,1062,11374,2326,60,2207,2207,11374,755,2297,4414,2207,71805,11374,68584,23058,446,27752,132541,2207,2736,30,2023,16592,3998,11374,30,44,30,2074,755,11374,6899,11374,6588,2297,30,68584,782,6571,30,2207,71807,120,717,12392,140773,2207,132,68584,230,2207,476,30,53,2297,2207,2207,3988,12444,134748
From 1528441820 to 1528441849,48.97,2328,26,1939,26,68290,7236,7236,7236,1573,356,507,42369,7236,65917,1277,26,28,26,0,1284711,7236,2188,65916,300,5,507,507,1164,2296,7236,26872,507,78,1164,0,1214918,507,1267338,26872,7236,39545,40052,507,152,7236,42,1573,507,2222,124,507,26,26,74,152,33,7236,65409,52,1078,26,1164,300,507,18,26,2328,507,507,39,28520,1,507,356,507,507,7236,12675,507,68290,7236,12675,325918,507,9312,9339,50404,300,7236,626,52,507,507,7236,204,1339,1014,507,28518,7236,39545,15022,249,17728,65410,507,844,26,1107,9312,2136,7236,26,28,26,1164,204,7236,3517,7236,4292,1339,26,39545,508,3386,26,507,28520,104,231,7505,68290,507,59,39545,356,507,124,26,33,1339,507,507,1939,6984,65917
From 1528441850 to 1528441879,69.67,4132,27,3480,27,121907,14549,14549,14549,2694,543,1181,58413,14549,119160,2753,27,32,27,0,2227533,14549,3393,119161,651,5,1181,1181,2066,4172,14549,35870,1181,81,2067,0,1553331,1181,2204544,35870,14549,52954,54135,1181,330,14549,63,2694,1181,3937,306,1181,27,27,176,330,44,14549,117980,54,1887,27,2066,651,1181,38,27,4132,1181,1181,49,38562,1,1181,543,1181,1181,14549,29525,1181,121907,14549,29525,382833,1181,16529,12602,66909,651,14549,1448,54,1181,1181,14549,494,2489,2362,1181,38560,14549,52954,25760,342,30528,117979,1181,1616,27,1711,16529,3333,14549,27,32,27,2066,494,14549,5903,14549,7360,2489,27,52954,872,6003,27,1181,38562,108,447,15192,121907,1181,71,52954,543,1181,306,27,44,2489,1181,1181,3480,12396,119160
From 1528441880 to 1528441911,81.0,6360,75,5273,75,159568,14806,14806,14806,4233,839,2362,104681,14806,153685,4124,75,108,75,0,3002056,14806,5141,153684,975,5,2362,2362,3180,7084,14806,68711,2362,225,3179,4,3000370,2362,2957542,68711,14806,96741,99103,2362,518,14806,148,4233,2362,5930,402,2362,75,75,215,518,72,14806,151322,150,2590,75,3180,975,2362,64,75,6360,2362,2362,77,72817,1,2362,843,2362,2362,14806,59050,2362,159568,14806,59050,807050,2362,25439,23791,124446,975,14806,2056,150,2362,2362,14806,638,3454,4724,2362,72815,14806,96741,39676,606,46864,151322,2362,3102,75,2582,25439,5132,14806,75,108,75,3180,638,14806,9015,14806,11336,3454,75,96741,1362,9110,75,2362,72817,300,672,15790,159568,2362,179,96741,839,2362,402,75,72,3454,2362,2362,5273,19080,153684
From 1528441912 to 1528441941,62.03,3168,35,2774,35,95044,9771,9771,9771,2050,384,1130,62946,9771,92843,2310,35,40,35,0,1836883,9771,3025,92843,542,5,1130,1130,1584,3492,9771,26713,1130,105,1584,4,1243263,1130,1819814,26713,9771,58814,59944,1130,266,9771,69,2050,1130,3165,236,1130,35,35,121,266,48,9771,91713,70,1409,35,1584,542,1130,32,35,3168,1130,1130,53,29035,1,1130,388,1130,1130,9771,28250,1130,95044,9771,28250,303503,1130,12672,9426,69251,542,9771,1125,70,1130,1130,9771,373,1810,2260,1130,29033,9771,58814,19439,319,23128,91713,1130,1613,35,1532,12672,2940,9771,35,40,35,1584,373,9771,4956,9771,5554,1810,35,58814,654,4749,35,1130,29035,140,426,10312,95044,1130,65,58814,384,1130,236,35,48,1810,1130,1130,2774,9504,92843
From 1528441942 to 1528441971,64.67,2976,31,2569,31,98215,9720,9720,9720,1965,390,1052,51003,9720,95468,1944,31,52,31,0,1815346,9720,2786,95468,460,5,1052,1052,1488,3266,9720,34918,1052,93,1488,0,1491025,1052,1792793,34918,9720,46688,47740,1052,248,9720,63,1965,1052,2937,185,1052,31,31,84,248,38,9720,94416,62,1468,31,1488,460,1052,30,31,2976,1052,1052,43,37080,1,1052,390,1052,1052,9720,26300,1052,98215,9720,26300,390129,1052,11904,12150,60483,460,9720,950,62,1052,1052,9720,277,1717,2104,1052,37078,9720,46688,18627,321,22024,94416,1052,1414,31,1392,11904,2759,9720,31,52,31,1488,277,9720,4572,9720,5322,1717,31,46688,638,4425,31,1052,37080,124,312,10209,98215,1052,86,46688,390,1052,184,31,38,1717,1052,1052,2569,8928,95468
